Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response,shortest_tag_complexity,longest_tag_complexity,deepseek-reasoner_response_precision,deepseek-reasoner_response_recall,deepseek-reasoner_response_f1,deepseek-reasoner_response_accuracy,deepseek-reasoner_response_missing,deepseek-reasoner_response_extra,deepseek-reasoner_response_correct,gpt-4o-mini_response_precision,gpt-4o-mini_response_recall,gpt-4o-mini_response_f1,gpt-4o-mini_response_accuracy,gpt-4o-mini_response_missing,gpt-4o-mini_response_extra,gpt-4o-mini_response_correct,llama-4-maverick_response_precision,llama-4-maverick_response_recall,llama-4-maverick_response_f1,llama-4-maverick_response_accuracy,llama-4-maverick_response_missing,llama-4-maverick_response_extra,llama-4-maverick_response_correct
1hop-Thing_henry_edmund_bright_1862-kathleen-isChildOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },isChildOf,true,2,2,10,English,Is Kathleen Minnie Bright a child of Henry Edmund Bright?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of Henry Edmund Bright?,TRUE,TRUE,TRUE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#nora_ada_bright_1899> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of Nora Ada Bright?,TRUE,TRUE,"<|python_start|>check_ancestor = {
  ""function_name"": ""check_ancestor"",
  ""args"": [""James Bright"", ""Nora Ada Bright"", ""http://www.example.com/genealogy.owl#hasAncestor""]
}
result = check_ancestor_result = execute_function(""check_ancestor"", ""James Bright"", ""Nora Ada Bright"", ""http://www.example.com/genealogy.owl#hasAncestor"")<|python_end|>",1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"""jamesbright"", ""noraadabright"", ""args"":[""jamesbright"", <|python_start|>check_ancestor={""function_name"":""check_ancestor"", ""http://www.example.com/genealogy.owl#hasancestor""]}result=check_ancestor_result=execute_function(""check_ancestor"", ""http://www.example.com/genealogy.owl#hasancestor"")<|python_end|>",
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of Frederick Herbert Bright?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#william_george_bright_1901> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of William George Bright?,TRUE,TRUE,TRUE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },isAncestorOf,true,2,2,10,English,Is James Bright an ancestor of Henry Edmund Bright?,TRUE,TRUE,"<|python_start|>check_ancestor = {
  ""type"": ""function"",
  ""name"": ""check_ancestor"",
  ""parameters"": {
    ""ontology"": {
      ""ontology"": {
        ""name"": ""Thing_henry_edmund_bright_1862"",
        ""triples"": 222
      },
      ""classes"": [...],
      ""objectProperties"": [...],
      ""dataProperties"": [],
      ""individuals"": [...]
    },
    ""ancestor_name"": ""James Bright"",
    ""descendant_name"": ""Henry Edmund Bright""
  }
}

result = check_ancestor(**check_ancestor[""parameters""])
print(result)<|python_end|>",1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"""triples"":222}, ""ancestor_name"":""jamesbright"", <|python_start|>check_ancestor={""type"":""function"", ""name"":""check_ancestor"", ""parameters"":{""ontology"":{""ontology"":{""name"":""thing_henry_edmund_bright_1862"", ""descendant_name"":""henryedmundbright""}}result=check_ancestor(**check_ancestor[""parameters""])print(result)<|python_end|>, ""individuals"":[...]}, ""classes"":[...], ""objectproperties"":[...], ""dataproperties"":[]",
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of Kathleen Minnie Bright?,TRUE,TRUE,TRUE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#charlotte_caroline_jane_bright_1894> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of Charlotte Caroline Jane Bright?,TRUE,FALSE,TRUE,1,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1887-henry-hasSister-BIN,Thing_henry_edmund_bright_1887,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#nora_ada_bright_1899> },hasSister,true,1,1,1,English,Does Henry Edmund Bright have a sister named Nora Ada Bright?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1887-henry-hasSister-BIN,Thing_henry_edmund_bright_1887,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> },hasSister,true,1,1,1,English,Does Henry Edmund Bright have a sister named Kathleen Minnie Bright?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1887-leonard-isBrotherOf-BIN,Thing_henry_edmund_bright_1887,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> },isBrotherOf,true,2,2,10,English,Are Leonard John Bright and Henry Edmund Bright brothers?,TRUE,TRUE,TRUE,1,1,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> },isAncestorOf,true,2,3,10,English,Is Hannah Hutchinson an ancestor of Elizabeth Quincey Green?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#minnie_green_1871> },isAncestorOf,true,2,3,10,English,Is Hannah Hutchinson an ancestor of Minnie Green?,TRUE,TRUE,"To determine if Hannah Hutchinson is an ancestor of Minnie Green, we need to examine the given context and the relationships defined within it.

1. **Identify Relevant Information**: The context provides an ontology with various classes and properties related to genealogy. It includes individuals and their relationships. We are specifically interested in ""Hannah Hutchinson"" and ""Minnie Green"".

2. **Understand the Property ""Has Ancestor""**: The ontology defines ""Has ancestor"" as a transitive property, meaning if A has an ancestor B, and B has an ancestor C, then A has an ancestor C. The inverse property is ""Is ancestor of"".

3. **Examine the Individuals and Their Relationships**: 
   - The individual ""Henry green 1836"" is described, and it is stated that ""Hannah hutchinson 1804 Is mother of Henry green 1836.""
   - ""Henry green 1836 Is father of Minnie green 1871.""

4. **Determine the Relationship Between Hannah Hutchinson and Minnie Green**:
   - Since Hannah Hutchinson is the mother of Henry Green 1836, and Henry Green 1836 is the father of Minnie Green, this makes Hannah Hutchinson the grandmother of Minnie Green.
   - Given that ""Has ancestor"" is a transitive property and includes ""Has parent"" as a sub-property, being a grandparent (or further ancestor) qualifies as being an ancestor.

5. **Conclusion**: 
   - Hannah Hutchinson is the mother of Henry Green, and Henry Green is the father of Minnie Green. Thus, Hannah Hutchinson is an ancestor of Minnie Green.

The final answer is: $\boxed{TRUE}$",1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"andbhasanancestorc, meaningifahasanancestorb, hannahhutchinsonisanancestorofminniegreen.thefinalansweris:$\boxed{true}$, thenahasanancestorc.theinversepropertyis""isancestorof"".3.**examinetheindividualsandtheirrelationships**:-theindividual""henrygreen1836""isdescribed, weneedtoexaminethegivencontextandtherelationshipsdefinedwithinit.1.**identifyrelevantinformation**:thecontextprovidesanontologywithvariousclassesandpropertiesrelatedtogenealogy.itincludesindividualsandtheirrelationships.wearespecificallyinterestedin""hannahhutchinson""and""minniegreen"".2.**understandtheproperty""hasancestor""**:theontologydefines""hasancestor""asatransitiveproperty, andhenrygreen1836isthefatherofminniegreen, beingagrandparent(orfurtherancestor)qualifiesasbeinganancestor.5.**conclusion**:-hannahhutchinsonisthemotherofhenrygreen, anditisstatedthat""hannahhutchinson1804ismotherofhenrygreen1836.""-""henrygreen1836isfatherofminniegreen1871.""4.**determinetherelationshipbetweenhannahhutchinsonandminniegreen**:-sincehannahhutchinsonisthemotherofhenrygreen1836, thismakeshannahhutchinsonthegrandmotherofminniegreen.-giventhat""hasancestor""isatransitivepropertyandincludes""hasparent""asasub-property, andhenrygreenisthefatherofminniegreen.thus, todetermineifhannahhutchinsonisanancestorofminniegreen",
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> },isAncestorOf,true,2,3,10,English,Is Hannah Hutchinson an ancestor of Henrietta Sarah Green?,FALSE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },isAncestorOf,true,2,2,10,English,Is Hannah Hutchinson an ancestor of Mary Kate Green?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#lois_green_1871> },isAncestorOf,true,2,2,10,English,Is Hannah Hutchinson an ancestor of Lois Green?,TRUE,TRUE,"To determine if Hannah Hutchinson is an ancestor of Lois Green, we need to examine the given context and the relationships defined within it.

1. **Identify Relevant Information**: The context provides an ontology with various classes and properties related to genealogy. It includes individuals and their relationships. We are specifically interested in ""Hannah Hutchinson"" and ""Lois Green"".

2. **Understand the Property ""hasAncestor""**: The property ""hasAncestor"" is defined as transitive, meaning if A hasAncestor B and B hasAncestor C, then A hasAncestor C. Its inverse is ""isAncestorOf"".

3. **Examine the Individuals and Their Relationships**: 
   - The individual ""Henry green 1836"" is described, and it is stated that ""Hannah hutchinson 1804"" Is mother of ""Henry green 1836"".
   - ""Henry green 1836"" Is father of ""Lois green 1871"".

4. **Determine the Relationship Between Hannah Hutchinson and Lois Green**:
   - Since ""Hannah hutchinson 1804"" is the mother of ""Henry green 1836"", and ""Henry green 1836"" is the father of ""Lois green 1871"", this makes ""Hannah hutchinson 1804"" the grandmother of ""Lois green 1871"".
   - Given that ""hasAncestor"" is a transitive property and includes ""hasParent"" as a sub-property, being a grandparent (or any ancestor) qualifies as ""isAncestorOf"".

5. **Conclusion**: Since Hannah Hutchinson is the grandmother of Lois Green, she is indeed an ancestor of Lois Green.

TRUE",1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"and""henrygreen1836""isthefatherof""loisgreen1871"", anditisstatedthat""hannahhutchinson1804""ismotherof""henrygreen1836"".-""henrygreen1836""isfatherof""loisgreen1871"".4.**determinetherelationshipbetweenhannahhutchinsonandloisgreen**:-since""hannahhutchinson1804""isthemotherof""henrygreen1836"", thismakes""hannahhutchinson1804""thegrandmotherof""loisgreen1871"".-giventhat""hasancestor""isatransitivepropertyandincludes""hasparent""asasub-property, weneedtoexaminethegivencontextandtherelationshipsdefinedwithinit.1.**identifyrelevantinformation**:thecontextprovidesanontologywithvariousclassesandpropertiesrelatedtogenealogy.itincludesindividualsandtheirrelationships.wearespecificallyinterestedin""hannahhutchinson""and""loisgreen"".2.**understandtheproperty""hasancestor""**:theproperty""hasancestor""isdefinedastransitive, sheisindeedanancestorofloisgreen.true, thenahasancestorc.itsinverseis""isancestorof"".3.**examinetheindividualsandtheirrelationships**:-theindividual""henrygreen1836""isdescribed, todetermineifhannahhutchinsonisanancestorofloisgreen, beingagrandparent(oranyancestor)qualifiesas""isancestorof"".5.**conclusion**:sincehannahhutchinsonisthegrandmotherofloisgreen, meaningifahasancestorbandbhasancestorc",
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },isAncestorOf,true,2,3,10,English,Is Hannah Hutchinson an ancestor of William Henry Hutchinson Green?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-henry-hasParent-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_green_1836> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#william_green_1813> },hasParent,true,2,2,10,English,Does Henry Green have William Green as a parent?,TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#frank_reginald_green_1883> },isAncestorOf,true,2,3,10,English,Is Hannah Hutchinson an ancestor of Frank Reginald Green?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-hannah-isAncestorOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },isAncestorOf,true,2,3,10,English,Is Hannah Hutchinson an ancestor of Eleanor Frances Green?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green the uncle of Elizabeth Quincey Green?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#minnie_green_1871> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green the uncle of Minnie Green?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green the uncle of Henrietta Sarah Green?,TRUE,TRUE,TRUE,2,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green an uncle of Mary Kate Green?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#lois_green_1871> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green an uncle of Lois Green?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#frank_reginald_green_1883> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green the uncle of Frank Reginald Green?,TRUE,FALSE,FALSE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,false,
1hop-Thing_henry_green_1836-william-isUncleOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },isUncleOf,true,2,2,10,English,Is William Henry Hutchinson Green the uncle of Eleanor Frances Green?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
